record_id,date_and_time,notificationtype,notification_title,email_body,timestamp
6126,2015-07-30T18:43:00.000,Local Mass Transit,LIRR Restoration - Ronkonkoma and Port Jefferson Branches,"Notification issued 7/30/15 at 6:43 PM. Following a prior service suspension, Long Island Railroad has resumed service on the Ronkonkoma and Port Jefferson Branches. Expect residual delays.",2015-07-30 18:43:00
6125,2015-07-30T18:30:00.000,Local Mass Transit,LIRR Suspension - Ronkonkoma and Port Jefferson branches,"Notification issued 7/30/15 at 6:30 PM. Due to a flooding condition west of the Hicksville Station, Long Island Railroad service is suspended in both directions on the Ronkonkoma and Port Jefferson Branches. For more information, please visit www.mta.info.",2015-07-30 18:30:00
6124,2015-07-30T16:55:00.000,Transportation,Traffic Delays - Cross Island Parkway (QN),"Notification issued 7/30/15 at 4:55 PM. Due to flooding, expect traffic delays on the northbound Cross Island Parkway at 14th Avenue in Queens. Consider alternate routes and allow for additional travel time.",2015-07-30 16:55:00
6123,2015-07-30T14:58:00.000,Weather,"Severe Thunderstorm Warning - 7/30/15 (QN, BX)","Notification issued 7/30/15 at 2:58 PM. The National Weather Service has issued a Severe Thunderstorm Warning for The Bronx and Queens until 3:30 PM. Strong winds and heavy rain is expected. For the latest information, please visit http://www.weather.gov/nyc. During a severe thunderstorm, be prepared to potentially lose power. Charge cell phone batteries, gather supplies, and turn refrigerators and freezers to a colder setting. Always stay clear of downed power lines. If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you lose power and have a disability or access needs, or use Life Sustaining Equipment (LSE) and need immediate assistance, please dial 9-1-1.    To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://bit.ly/1t08zHb.",2015-07-30 14:58:00
6122,2015-07-30T14:40:00.000,Weather,"Flash Flood Warning - 7/30/15 (BX, MN, QN)","Alert issued 7/30/15 at 2:40 PM. The National Weather Service has issued a Flash Flood Warning for Queens, Manhattan, and The Bronx until 4:30 PM. Excessive runoff from heavy rainfall will cause flooding of urban areas, highways, streets, and underpasses as well as other drainage areas and low lying spots. Do not drive your vehicle into areas where the water covers the roadway. The water depth may be too great to allow your car to cross safely. Move to higher ground. For the latest information, visit: http://www.weather.gov/nyc. If you lose power and have a disability or access needs, or use Life Sustaining Equipment (LSE) and need immediate assistance, please dial 9-1-1.",2015-07-30 14:40:00
6121,2015-07-30T11:35:00.000,Missing Person,NYS Missing Vulnerable Adult Alert - Claudette Olson F/B/71 (CW),"Alert issued 7/30/15 at 11:35 AM. The NYS Division of Criminal Justice Services has issued a Missing Vulnerable Adult Alert for Claudette Olson, a 71-year old black female from The City of White Plains in Westchester County. Ms. Olson has Alzheimer's disease and may be in need of medical attention. She is described as being 5'2' and 120 pounds, with brown hair and brown eyes. Ms. Olson was last seen on Wednesday, July 29 at 3:00 PM in the area of Main Street in White Plains and is believed to be on foot. A missing poster is available at http://i.imgur.com/RWxZZYy.png. If you see Ms. Olson, please call the White Plains Police Department at (914) 422-6111 or call 9-1-1.",2015-07-30 11:35:00
6120,2015-07-30T08:07:00.000,Utility,Power Outage - Washington Heights (MN),"Notification issued 7/30/15 at 8:07 AM. Con Edison is responding to a power outage in the Washington Heights section of Manhattan, including parts of ZIP code:  10040. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308.     To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-30 08:07:00
6119,2015-07-30T02:33:00.000,Local Mass Transit,Subway Restoration - 4 Train (MN/BX),"Notification issued 7/30/15 at 2:33 AM. Following an earlier suspension, 4 train service has resumed in both directions between 86th Street, Manhattan and 149th Street, Bronx. Expect residual delays. Visit http://www.mta.info for additional information.",2015-07-30 02:33:00
6118,2015-07-30T01:56:00.000,Local Mass Transit,Subway Suspension - 4 Train (MN/BX),"Notification issued 7/30/15 at 1:56 AM. Due to signal problems, 4 train service is suspended between 86th Street, Manhattan and 149th Street, Bronx in both directions. Consider alternate routes and allow for additional travel time.",2015-07-30 01:56:00
6117,2015-07-30T00:30:00.000,Missing Person,NYS Missing Vulnerable Adult - Bertha Moore-Ladd F/B/66 (CW),"Alert issued 7/30/15 at 12:30 AM. The NYS Division of Criminal Justice Services has issued a Missing Vulnerable Adult Alert for Bertha Moore-Ladd, a 66-year old black female from Mount Vernon, New York. Ms. Moore-Ladd is described as 5'03' and 135 lbs, with black hair and brown eyes. She suffers from Alzheimer's and may be in need of medical attention. She was last seen near Gramaton Avenue at approximately 5:00 PM on 7/29. Ms. Moore-Ladd is believed to be traveling by foot A photo of the missing is available at http://i.imgur.com/9My4TXr.png. If you see Bertha Moore-Ladd, please call Mount Vernon City Police Department at (914) 665-2500 or call 9-1-1.",2015-07-30 00:30:00
6116,2015-07-29T20:27:00.000,Missing Person,Silver Alert - Edith Schneider F/H/87 (CW),"Silver Alert issued 7/29/15 at 8:27 PM. NYPD has issued a Silver Alert in regards to the disappearance of Edith Schneider, an 87-year-old Hispanic female, from the area of Lexington Avenue and East 109th Street in Manhattan. She is described as being 5'5' tall and 150lbs with gray hair and brown eyes. Ms. Schneider also walks with a cane. She was last seen at approximately 5:00PM on 7/28 wearing black pants, a white and pink floral shirt, and glasses. A photo of the missing is available at http://i.imgur.com/TmN1AxE.jpg. If you see Ms. Schneider, please call 9-1-1.",2015-07-29 20:27:00
6115,2015-07-29T15:25:00.000,Weather,Update: Heat Advisory Extended through 7/30 (CW),"Notification issued 7/29/15 at 3:25 PM. With the heat indices expected to remain in the mid to high 90s through Thursday, the National Weather Service has extended the previously issued citywide Heat Advisory until 8:00 PM on Thursday, 7/30. These conditions are dangerous to health, especially for people without air conditioning, older adults, and people with chronic health conditions. New Yorkers should use air conditioning to stay cool, go to a place that has air conditioning if it is not available at home, drink water at regular intervals, and limit strenuous activity. New York City has opened cooling centers through Thursday around the five boroughs. Please visit http://www.nyc.gov/oem or call 311 for more information on cooling center locations and hours.",2015-07-29 15:25:00
6090,2015-07-29T12:00:00.000,Transportation,Planned Work - Marine Parkway-Gil Hodges Memorial Bridge (BK/QN),"Notification issued 7/29/15 at 12:00 PM. Due to planned work, the Marine Parkway-Gil Hodges Memorial Bridge will be closed in both directions on Thursday, July 30 from 12:01 AM until 5:00 AM. All traffic will be detoured to the Cross Bay Veterans Memorial Bridge during these hours. For more details, please see http://bit.ly/1HS7ngt.",2015-07-29 12:00:00
6114,2015-07-29T09:17:00.000,Transportation,Lincoln Tunnel Delays (MN),"Notification issued 7/29/15 at 9:17 AM.  Due to a truck fire in New Jersey, there are delays for New Jersey-bound traffic of the Lincoln Tunnel (MN).  Use alternate routes if possible.",2015-07-29 09:17:00
6108,2015-07-29T05:43:00.000,Transportation,Traffic Delays - Linden Blvd (BK),"Notification issued 7/29/15 at 5:43 AM. Due to NYPD activity, expect intermittent lane closures and traffic delays on Linden Boulevard between Vermont Street and Schenck Avenue in Brooklyn. Consider alternate routes and allow for additional travel time.",2015-07-29 05:43:00
6113,2015-07-29T00:52:00.000,Utility,Power Outage - Crown Heights (BK),"Notification issued 7/29/15 at 12:52 AM. Con Edison is responding to a power outage in the Crown Heights section of Brooklyn, including parts of ZIP codes 11213 and 11225. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-29 00:52:00
6112,2015-07-28T22:57:00.000,Utility,Voltage Reduction Request - Crown Heights Network (BK),"Alert issued 7/28/15 at 11:23 PM. Due to equipment repairs, Con Edison has reduced voltage in the Crown Heights section of Brooklyn including zip codes 11213 and 11225. Con Edison is asking customers to limit use of washers, dryers, air conditioners, and other energy-intensive equipment, and to turn off lights and televisions when not needed until the issue is resolved.",2015-07-28 22:57:00
6111,2015-07-28T15:50:00.000,Weather,Air Quality Hazard (CW),"Notification issued 7/28/15 at 3:50 PM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City tomorrow, July 29, from 11:00 AM until 11:00 PM. The air quality health advisory for 7/28 remains in effect until 11:00 PM as previously reported. Active children and adults, and people with respiratory problems, such as asthma, should reduce prolonged or heavy exertion outdoors. For more information, visit the National Weather Service at http://www.1.usa.gov/16w10Sq or the Department of Environmental Conservation at http://www.dec.ny.gov/cfmx/extapps/aqi/aqi_forecast.cfm. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=_o24hmZJ3DY.",2015-07-28 15:50:00
6106,2015-07-28T15:00:00.000,Public Health,Mosquito Adulticiding - 7/29 (SI),"Notification issued 7/28/15 at 4:40 PM. Weather permitting, the NYC Department of Health and Mental Hygiene will conduct ground-based spraying of mosquito adulticide to help prevent West Nile Virus between 8:30 PM on Wednesday, 7/29, and 6:00 AM the following morning, 7/30. Spraying will be conducted in parts of the following Staten Island ZIP codes: 10302, 10303, 10310, 10311, & 10314. For details, go to http://www.nyc.gov/html/doh/html/environmental/wnv-home.shtml, http://i.imgur.com/FgnpfB1.jpg, or call 3-1-1.",2015-07-28 15:00:00
6109,2015-07-28T11:35:00.000,Weather,Heat Advisory 7/28 - 7/29 (CW),"Notification issued 7/28/15 at 11:35 AM. The National Weather Service has issued a Heat Advisory for New York City from 12:00 PM Today, July 28 to 6:00 PM Wednesday, July 29. Heat index values are expected to be in the mid to upper 90s. These conditions are dangerous to health. Avoid strenuous activity. People without air conditioning, older adults, and people with chronic health conditions are most at risk. New York City will open cooling centers today, July 28, and tomorrow, July 29. Please visit http://www.nyc.gov/oem or call 311 for more information on cooling center locations and hours.",2015-07-28 11:35:00
6110,2015-07-28T09:00:00.000,Public Health,Air Quality Advisory (CW),"Notification issued 7/28/15 at 9:00 AM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City today, July 28, until tonight at 11:00 PM. Active children and adults, and people with respiratory problems, such as asthma, should reduce prolonged or heavy exertion outdoors. For more information, visit the National Weather Service at http://www.1.usa.gov/16w10Sq or the Department of Environmental Conservation at http://www.dec.ny.gov/cfmx/extapps/aqi/aqi_forecast.cfm. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=_o24hmZJ3DY.",2015-07-28 09:00:00
6107,2015-07-27T19:20:00.000,Planned Events,Planned Message -  Moored Balloon (MN),Notification issued on 7/27/15 at 6:30 PM. A moored (tethered) balloon will be launched in the Times Square area near 7th Avenue and West 48th Street in Manhattan beginning tomorrow morning 7/28 to Wednesday evening 7/29. The activity is weather dependent and may be rescheduled or extended.,2015-07-27 19:20:00
6081,2015-07-27T12:00:00.000,Transportation,Planned Closure - Roosevelt Island Bridge (MN),"Notification issued 7/27/15 at 12:00 PM. The NYC Department of Transportation will test the operation of the Roosevelt Island Bridge on July 28, August 3, and August 5. The work is weather-dependent and the rain date is scheduled for August 7. The bridge will be fully closed in both directions on these dates for up to 15 minutes at a time, between 10:00 AM and 2:00 PM.",2015-07-27 12:00:00
6105,2015-07-27T11:04:00.000,Transportation,George Washington Bridge (NJ/BX),"Notification issued 7/27/15 at 11:04 AM.  Due to a vehicle collision, there are traffic delays in both directions of the George Washington Bridge (BX).  Use alternate routes if possible.",2015-07-27 11:04:00
6104,2015-07-26T04:57:00.000,Transportation,Traffic Delays - N/B West Shore Expressway at Arden Avenue (SI),"Notification issued 7/26/15 at 4:57 AM. Due to an overturned vehicle, expect extensive traffic delays on the Northbound side of the West Shore Expressway at Arden Avenue in Staten Island. Consider alternate routes and allow for additional travel time.",2015-07-26 04:57:00
6103,2015-07-25T22:52:00.000,Local Mass Transit,7 Train Delays - Time Square and Flushing Main St (MN/QN),"Notification issued 7/25/15 at 10:52 PM. Due to FDNY activity, there are extensive delays on the 7 Train between Times Square, Manhattan and Flushing Main Street, Queens in both directions. Consider alternate routes and allow for additional travel time.",2015-07-25 22:52:00
6101,2015-07-25T20:45:00.000,Missing Person,Missing Senior - Heloise Rathbone F/W/73 (CW),"Notification issued 7/25/15 at 8:45 PM. NYPD has issued a Missing Senior Notification for the disappearance of Heloise Rathbone from Sterling Place and Underhill Avenue in Brooklyn on Thursday, July 23, 2015, at approximately 11:30 PM. Ms. Rathbone is a 73-year-old white female and is described as being 5'10' tall, and 120 pounds. She was supposed to take a train to Boston at 5:30 AM, but never made the train. A photo of the missing individual is attached: http://i.imgur.com/KBLNPzT.jpg. Anyone with information in regards to this missing person is asked to call Crime Stoppers at 1-800-577-TIPS (8477). The public can also submit their tips by logging onto the Crime Stoppers website at WWW.NYPDCRIMESTOPPERS.COM or by texting their tips to 274637 (CRIMES) then enter TIP577.",2015-07-25 20:45:00
6079,2015-07-25T15:00:00.000,Transportation,Planned Work - Northbound FDR Drive (MN),"Notification issued 7/25/15 at 3:00 PM. Due to planned work, the northbound FDR Drive from East 61st Street to East 96th Street in Manhattan will be closed on Sunday, July 26 from 2:00 AM to 7:00 AM. In preparation of the full closure, lane closures will start at 12:01 AM on Sunday, July 26. In addition, the East 34th Street, East 48th Street, and East 62nd Street entrance ramps to the northbound FDR Drive will be closed during this time. Consider alternate routes and allow for additional travel time.",2015-07-25 15:00:00
6098,2015-07-25T14:42:00.000,Transportation,Traffic Resumed - Pennsylvania Avenue (BK),"Notification issued 7/24/15 at 2:42 AM.  Following an earlier incident, both directions of Pennsylvania Avenue are open.  Expect residual delays.",2015-07-25 14:42:00
6102,2015-07-25T13:56:00.000,Local Mass Transit,Transit Disruption - 7 Train (QN),"Notification issued 7/25/15 at 1:56 PM. Due to debris on the tracks at Roosevelt Avenue and College Point Boulevard in Queens, expect the presence of emergency personnel and 7 train disruptions between Mets-Willets Point and Main Street in Flushing, Queens. Consider alternate routes and allow for additional travel time.",2015-07-25 13:56:00
6100,2015-07-25T03:22:00.000,Transportation,Road Reopened - Grand Central Parkway (QN/BK),"Notification issued 7/25/15 at 3:19 AM. Following a prior closure, all westbound lanes of the Grand Central Parkway have reopened at 168 Street in Queens. Expect residual delays.",2015-07-25 03:22:00
6099,2015-07-25T01:15:00.000,Transportation,Road Closure - Grand Central Parkway (QN),"Notification issued 7/25/15 at 1:15 AM. Due to police activity, the Grand Central Parkway has all lanes closed westbound at 168 Street in Queens. Consider alternate routes and allow for additional travel time.",2015-07-25 01:15:00
6097,2015-07-24T16:50:00.000,Transportation,Traffic Disruption - Pennsylvania Avenue (BK),"Notification issued 7/24/15 at 4:50 PM.  Due to a water condition, both directions of Pennsylvania Avenue are closed between Flatlands Avenue and Vandalia Avenue (BK).  Use alternate routes and expect delays.",2015-07-24 16:50:00
6044,2015-07-24T12:00:00.000,Transportation,Manhattan Bound Brooklyn Bridge Closure - 7/25-7/27 (BK),"Notification issued 7/24/15 at 12:00 PM. Due to planned construction, there will be a continuous full closure of the Manhattan bound Brooklyn Bridge, from 12:01 AM on Saturday, July 25, through 5:00 AM on Monday, July 27. Consider alternate routes and allow for additional travel time.",2015-07-24 12:00:00
6096,2015-07-24T06:10:00.000,Transportation,Road Reopened - Grand Central Parkway (QN),"Notification issued 7/24/15 at 6:10 AM. Following a prior closure, all eastbound lanes of the Grand Central Parkway have reopened at the Jackie Robinson Parkway in Queens. Expect residual delays.",2015-07-24 06:10:00
6029,2015-07-24T04:52:00.000,Transportation,Road Closure - Grand Central Parkway (QN),"Notification issued 7/24/15 at 4:52 AM. Due to a motor vehicle collision, the Grand Central Parkway has all lanes closed eastbound at the Jackie Robinson Parkway in Queens. Consider alternate routes and allow for additional travel time.",2015-07-24 04:52:00
6089,2015-07-23T16:45:00.000,Missing Person,NYS Missing Vulnerable Adult - Christian Santos (CW),"Alert issued 6/23/15 at 4:45 PM. The NYS Division of Criminal Justice Services has issued a Missing Vulnerable Adult Alert for Christian Santos, an 18-year old male with autism, from Yonkers, NY. Mr. Santos is described as being 5'5' tall and 130 pounds, with brown hair and brown eyes. He was last seen at his home on Morsemere Avenue in Yonkers at approximately 11:45 AM on 7/23, and was wearing a black t-shirt, khaki pants, blue sneakers, and a stainless steel chain with a black cross. He may be traveling by train to Grand Central Terminal or towards water at an unknown location. A missing poster is available at http://i.imgur.com/jvwTy47.jpg. If you see Mr. Santos, please call the Yonkers City Police Department Communications Division at 914-377-7900, or call 9-1-1.",2015-07-23 16:45:00
6080,2015-07-23T12:00:00.000,Transportation,Planned Closure - RFK Bridge Harlem River Lift Span (BX/MN/QN),"Notification issued 7/23/15 at 12:00 PM. Due to a planned inspection, the RFK Bridge Harlem River Lift Span will be closed on Friday, July 24, between 12:01 AM and 5:00 AM. Consider alternate routes and allow for additional travel time.",2015-07-23 12:00:00
6095,2015-07-23T07:26:00.000,Missing Person,Silver Alert - Sophia Rodriguez F/H/80 (CW),"Silver Alert issued 7/23/15 at 7:26 AM. The NYPD has issued a Silver Alert for the disappearance of Sophia Rodriguez, an 80-year-old Hispanic female with Alzheimer's and dementia from the area of East 22nd Street and Farragut Road in Brooklyn. She was last seen on 7/22 at approximately 4:00 PM wearing a blue pants suit, red blouse and black shoes. She is described as 5'7' tall and 115 lbs, with brown eyes and brown hair. A photo is available at http://imgur.com/x0Oah3K. If seen, call 9-1-1.",2015-07-23 07:26:00
6092,2015-07-22T19:42:00.000,Emergency Activity,Protest Activity in Central Manhattan (MN),"Notification issued 7/22/15 at 7:42 PM. Due to protest activity, expect an increased presence of emergency personnel and sporadic traffic delays in the vicinity of Penn Station and Times Square in Manhattan.",2015-07-22 19:42:00
6091,2015-07-22T16:15:00.000,Missing Person,Silver Alert - Cornelio Pascual - M/H/73 (CW),"Silver Alert issued 7/22/15 at 4:15 PM. The NYPD has issued a Silver Alert for the disappearance of Cornelio Pascual, a 73-year-old Hispanic male with Alzheimer's from the area of Schenck Avenue and Stanley Avenue in the East New York section of Brooklyn. He was last seen on 7/21 at approximately 3:45 PM wearing blue jeans, a striped polo shirt, black sneakers and a black kangol hat. He is described as 5'6' tall and 150 lbs, with dark hair and dark eyes. A photo is available at  http://i.imgur.com/AHHV86i.jpg?1. If seen, call 9-1-1.",2015-07-22 16:15:00
6094,2015-07-22T15:52:00.000,Local Mass Transit,Transit Restoration - B & Q Train (BK),"Notification issued 7/22/15 at 3:52 PM. Following a prior suspension, all B & Q Train service has been restored between Prospect Park and Brighton Beach in Brooklyn. Expect residual delays.",2015-07-22 15:52:00
6093,2015-07-22T15:40:00.000,Local Mass Transit,Transit Suspension - B & Q Trains (BK),"Notification issued 7/22/15 at 3:40 PM. Due to signal problems, B and Q Train service is suspended in both directions between Propect Park and Brighton Beach in Brooklyn. As an alternative, customers can take the B49 bus. Info: www.mta.info.",2015-07-22 15:40:00
6082,2015-07-22T12:00:00.000,Public Health,West Nile Virus Adulticiding - 7/23 (SI),"Notification issued 7/22/15 at 12:00 PM. Weather permitting, the NYC Department of Health and Mental Hygiene will conduct ground-based spraying of mosquito adulticide to help prevent West Nile Virus between 8:30 PM on Thursday, 7/23, and 6:00 AM the following morning, 7/24. The alternate time frame is between 8:30 PM on Monday, 7/27, and 6:00 AM the following morning, 7/28. Spraying will be conducted in parts of the following Staten Island ZIP codes: 10306, 10308, 10309, 10312, & 10314. For details, go to http://www.nyc.gov/html/doh/html/environmental/wnv-home.shtml, http://i.imgur.com/8iZWPVs.jpg, or call 3-1-1.",2015-07-22 12:00:00
6085,2015-07-22T06:18:00.000,Local Mass Transit,Amtrak and NJT Delays (CW),"Notification issued 7/22/15 at 6:18 AM.  Due to A/C overhead power issues, there are extensive delays to Amtrak and New Jersey Transit trains in and out of Penn Station (MN).  Use alternate routes if possible.",2015-07-22 06:18:00
6084,2015-07-22T01:38:00.000,zINAC * Fire,Three Alarm Fire - Midland Avenue & Patterson Avenue (SI),"Notification issued 7/22/15 at 1:38 AM. Emergency personnel are on the scene of a three alarm fire located at Midland Avenue and Patterson Avenue in Staten Island. Expect smoke, traffic delays, and a presence of emergency personnel and vehicles in the area. The NYC Department of Health and Mental Hygiene advises avoiding smoke exposure from structural fires by closing windows while indoors and reducing outdoor activity where smoke is present. People with heart or breathing conditions such as asthma may be more sensitive and should seek immediate medical attention if they experience a worsening of their condition, shortness of breath, or chest pains.",2015-07-22 01:38:00
6083,2015-07-21T18:30:00.000,Transportation,Update: Metropolitan Bridge Work Extended (BK),"Notification issued 7/21/15 at 6:30 PM. Update: Repairwork on the Metropolitan Avenue Bridge will be extended to include Tuesday, 7/28, through Thursday, 7/30. During this time, a full closure of the bridge is scheduled to occur nightly from 12:01AM - 5AM the following morning. As previously reported, the Metropolitan Avenue Bridge will also be closed nightly this week, with work beginning tonight and lasting through Saturday, 7/25. These closures will occur from 12:01AM - 5AM on Tuesday-Friday, and from 1:00 AM - 6:00 AM on Saturday.     The bridge will be closed to all vehicular, pedestrian, and bicycle traffic during the reported closure periods and there will be posted variable message signs to assist travelers. For more information and detour route, please visit http://i.imgur.com/G7JRZzw.jpg.",2015-07-21 18:30:00
6078,2015-07-21T10:30:00.000,Utility,Voltage Reduction Request - Fox Hills (SI),"Alert issued 7/21/15 at 10:30 AM. Due to equipment repairs, Con Edison has reduced voltage for the Fox Hills area of Staten Island including zip codes: 10301, 10304, 10305, 10306, 10308 and 10314 between the hours of 2:00 PM and 8:00 PM . Con Edison is asking customers to limit use of washers, dryers, air conditioners, and other energy-intensive equipment, and to turn off lights and televisions when not needed until the issue is resolved.     If you lose power, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http:// http://www.coned.com/ for more information.",2015-07-21 10:30:00
6077,2015-07-21T07:56:00.000,Local Mass Transit,Transit Disruption - Amtrak & NJ Transit Delays (CW),"Notification issued 7/21/15 at 7:56 AM. Due to power issues, Amtrak and New Jersey Transit customers should expect extensive delays in both directions in Manhattan. Consider alternate routes and allow for additional travel time.",2015-07-21 07:56:00
6076,2015-07-21T00:05:00.000,Utility,Power Outage - Wakefield Section (BX),"Notification issued 7/21/15 at 12:05 AM. Con Edison is responding to a power outage in the Wakefield section of The Bronx, including parts of ZIP codes 10466 and 10470. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308.     To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-21 00:05:00
6075,2015-07-20T23:08:00.000,Weather,Cooling Center Locations (SI),"Notification issued 7/20/15 at 11:17 PM. New York City has extended the hours of several cooling centers in Staten Island for residents affected by the power outage and those seeking relief from the heat. The following cooling centers are available for residents in the Staten Island area:     Open until 12 AM:        Staten Island Tech - 485 Clawson St, Staten Island, NY 10306    Open until further notice:        New Dorp High School - 465 New Dorp Ln, Staten Island, NY 10306    Residents can visit the NYC Cooling Center Finder at nyc.gov/oem for up-to-date information about Cooling Center locations and hours.",2015-07-20 23:08:00
6074,2015-07-20T21:00:00.000,Utility,Con Edison CityWide Energy Conservation Request - Citywide (CW),"Alert issued 7/20/15 at 9:00 PM. Due to the extremely hot temperatures, Con Edison wants to remind all customers citywide to conserve energy. Con Edison is asking customers to limit use of washers, dryers, air conditioners, and other energy-intensive equipment, and to turn off lights and televisions when not needed. Customers can report outages and check service restoration status at www.conEd.com or by calling 1-800-75-CONED (1-800-752-6633). For more energy tips, visit www.conEd.com.",2015-07-20 21:00:00
6073,2015-07-20T20:11:00.000,Weather,Cooling Center Locations (SI),"Alert issued 7/20/15 at 8:11 PM. New York City has extended the hours of several cooling centers in Staten Island for residents affected by the power outage and those seeking relief from the heat. The following cooling centers are available for residents in the Staten Island area:     Open Through 11PM:  1)	Todt Hill Community Center - 255 Westwood Avenue, Staten Island NY 10314  2)	Richmond Terrace Community Center -71 Jersey Street, Staten Island, NY 10301  3)	West Brighton Community Center - 230 Broadway, Staten Island, NY 10310    Open until further notice:  1)       Staten Island Tech - 485 Clawson St, Staten Island, NY 10306  2)       New Dorp High School - 465 New Dorp Ln, Staten Island, NY 10306    Residents can visit the NYC Cooling Center Finder at nyc.gov/oem for up-to-date information about Cooling Center locations and hours.",2015-07-20 20:11:00
6072,2015-07-20T19:20:00.000,Utility,Power Outage - Crown Heights (BK),"Notification issued 7/20/15 at 7:20 PM. Con Edison is responding to a power outage in the Crown Heights section of Brooklyn, including parts of ZIP code 11213. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308.     To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-20 19:20:00
6071,2015-07-20T18:55:00.000,Utility,Voltage Reduction in Manhattan - Pennsylvania Network (MN),"Alert issued 7/20/15 at 6:55 PM. Due to equipment repairs, Con Edison has reduced voltage in Manhattan: The affected area is bound by West 43rd Street on the north, Hudson River on the west, West 30th Street on the south and 7th Avenue on the east. Con Edison is asking customers to limit use of washers, dryers, air conditioners, and other energy-intensive equipment, and to turn off lights and televisions when not needed until the issue is resolved.",2015-07-20 18:55:00
6070,2015-07-20T17:35:00.000,Utility,Voltage Reduction in Staten Island (SI),"Alert issued 7/20/15 at 5:35 PM. Due to equipment repairs, Con Edison has reduced voltage in Staten Island including the following areas: New Brighton, St. George, Tompkinsville, Ward Hill, New Dorp, Dongan Hills, Stapleton, Grymes Hill, Silver Lake, Ft. Wadsworth, Concord, South Beach, Ocean Breeze, Grant City, Rosebank, Great Kills, Oakwood, and Eltingville. Con Edison is asking customers to limit use of washers, dryers, air conditioners, and other energy-intensive equipment, and to turn off lights and televisions when not needed until the issue is resolved.",2015-07-20 17:35:00
6028,2015-07-20T15:00:00.000,Transportation,Brooklyn Battery Underpass Closure - July 2015 (MN/BK),"Notification issued 7/20/15 at 3:00 PM.  From Tuesday, July 21 through at least Saturday, August 8, there will be full closures of the Brooklyn Battery Underpass south tube (Route 9A to FDR Drive) to remove conduit damaged by Hurricane Sandy. Closures will be in effect Tuesdays - Fridays from 12:01 AM until 5:00 AM, and Saturdays from 1:00 AM until 8:00 AM. Variable message signs are in place to alert motorists. For more info: http://i.imgur.com/qoHto0N.jpg.",2015-07-20 15:00:00
